# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2015-09-03 22:27:41 EDT       (sdww02)
#
# Data for the following 25 site(s) are contained in this file
#    USGS 02240783 HATCHET CREEK NR FAIRBANKS,FL
#    USGS 02240806 LITTLE HATCHET CREEK AT GAINESVILLE,FL
#    USGS 02240900 NEWNANS LAKE NR GAINESVILLE, FLA.
#    USGS 02240902 PRAIRIE CREEK NEAR GAINESVILLE, FL
#    USGS 02240954 HOGTOWN CREEK NEAR ARREDONDO, FL
#    USGS 02240956 HAILE SINK NEAR ARREDONDO, FL
#    USGS 02240958 LAKE KANAPAHA AT ARREDONDO, FLA.
#    USGS 02240976 TUMBLIN CREEK AT GAINESVILLE,FL
#    USGS 02240980 BIVANS ARM NR GAINESVILLE, FLA.
#    USGS 02240982 BIVANS ARM AT GAINESVILE,FL
#    USGS 02240988 SWEETWATER BRANCH AT GAINESVILLE,FL
#    USGS 02241000 CAMPS CANAL NEAR ROCHELLE, FL
#    USGS 02241900 LOCHLOOSA CREEK AT GROVE PARK, FLA.
#    USGS 02242400 LOCHLOOSA LAKE AT LOCHLOOSA, FLA.
#    USGS 02242450 ORANGE LAKE AT ORANGE LAKE, FLA.
#    USGS 02242451 ORANGE LAKE OUTLET NEAR CITRA, FL
#    USGS 02242460 ORANGE CREEK NEAR ISLAND GROVE, FL
#    USGS 02242500 LOCHLOOSA SLOUGH NR LOCHLOOSA, FLA.
#    USGS 02320610 LITTLE SANTA FE LAKE NR WALDO FLA
#    USGS 02321500 SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.
#    USGS 02321900 PARENERS BRANCH NEAR BLAND, FL.
#    USGS 02321975 SANTA FE RIVER AT US HWY 441 NEAR HIGH SPRINGS,FL.
#    USGS 02322016 BLUES CREEK NEAR GAINSVILLE, FL
#    USGS 02322049 BAD DOG BRANCH NEAR ALACHUA, FL
#    USGS 02322050 SHILOH RUN NEAR ALACHUA, FL
# -----------------------------------------------------------------------------------
#
# Data provided for site 02321500
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00065     00003     Gage height, feet (Mean)
#    05   72020     00003     Elevation above NGVD 1929, feet (Mean), Tallahassee records
#    06   63160     00003     Stream water level elevation above NAVD 1988, in feet (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00065_00003	03_00065_00003_cd	06_63160_00003	06_63160_00003_cd
USGS	02321500	2011-04-29	2.8	A	7.15	A		
USGS	02321500	2011-04-30	2.2	A	7.11	A		
USGS	02321500	2011-05-01	1.8	A	7.09	A		
USGS	02321500	2011-05-02	1.5	A	7.06	A		
USGS	02321500	2011-05-03	1.2	A	7.04	A		
USGS	02321500	2011-05-04	0.96	A	7.02	A		
USGS	02321500	2011-05-05	0.65	A	7.00	A		
USGS	02321500	2011-05-06	0.63	A	7.00	A		
USGS	02321500	2011-05-07	0.47	A	6.98	A		
USGS	02321500	2011-05-08	0.25	A	6.95	A		
USGS	02321500	2011-05-09	0.10	A	6.92	A		
USGS	02321500	2011-05-10	0.04	A	6.90	A		
USGS	02321500	2011-05-11	0.01	A	6.87	A		
USGS	02321500	2011-05-12	0.00	A	6.84	A		
USGS	02321500	2011-05-13	0.00	A	6.81	A		
USGS	02321500	2011-05-14	1.7	A	7.01	A		
USGS	02321500	2011-05-15	14	A	7.78	A		
USGS	02321500	2011-05-16	23	A	8.05	A		
USGS	02321500	2011-05-17	20	A	7.98	A		
USGS	02321500	2011-05-18	11	A	7.67	A		
USGS	02321500	2011-05-19	7.0	A	7.48	A		
USGS	02321500	2011-05-20	4.9	A	7.37	A		
USGS	02321500	2011-05-21	3.5	A	7.29	A		
USGS	02321500	2011-05-22	2.5	A	7.21	A		
USGS	02321500	2011-05-23	1.7	A	7.15	A		
USGS	02321500	2011-05-24	1.2	A	7.10	A		
USGS	02321500	2011-05-25	0.77	A	7.05	A		
USGS	02321500	2011-05-26	0.48	A	7.01	A		
USGS	02321500	2011-05-27	0.25	A	6.98	A		
USGS	02321500	2011-05-28	0.09	A	6.94	A		
USGS	02321500	2011-05-29	0.03	A	6.91	A		
USGS	02321500	2011-05-30	0.00	A	6.87	A		
USGS	02321500	2011-05-31	0.00	A	6.84	A		
USGS	02321500	2011-06-01	0.00	A	6.81	A		
USGS	02321500	2011-06-02	0.00	A	6.78	A		
USGS	02321500	2011-06-03	0.00	A	6.74	A		
USGS	02321500	2011-06-04	0.00	A	6.71	A		
USGS	02321500	2011-06-05	0.00	A	6.68	A		
USGS	02321500	2011-06-06	0.00	A	6.66	A		
USGS	02321500	2011-06-07	0.00	A	6.64	A		
USGS	02321500	2011-06-08	0.00	A	6.61	A		
USGS	02321500	2011-06-09	0.00	A	6.57	A		
USGS	02321500	2011-06-10	0.00	A	6.54	A		
USGS	02321500	2011-06-11	0.00	A	6.51	A		
USGS	02321500	2011-06-12	0.00	A	6.47	A		
USGS	02321500	2011-06-13	0.00	A	6.47	A		
USGS	02321500	2011-06-14	0.00	A	6.54	A		
USGS	02321500	2011-06-15	0.00	A	6.51	A		
USGS	02321500	2011-06-16	0.00	A	6.52	A		
USGS	02321500	2011-06-17	0.00	A	6.56	A		
USGS	02321500	2011-06-18	0.00	A	6.66	A		
USGS	02321500	2011-06-19	0.00	A	6.70	A		
USGS	02321500	2011-06-20	0.00	A	6.69	A		
USGS	02321500	2011-06-21	0.00	A	6.66	A		
USGS	02321500	2011-06-22	0.00	A	6.62	A		
USGS	02321500	2011-06-23	0.00	A	6.59	A		
USGS	02321500	2011-06-24	0.00	A	6.57	A		
USGS	02321500	2011-06-25	0.00	A	6.53	A		
USGS	02321500	2011-06-26	0.00	A	6.50	A		
USGS	02321500	2011-06-27	0.00	A	6.50	A		
USGS	02321500	2011-06-28	1.8	A	7.14	A		
USGS	02321500	2011-06-29	1.5	A	7.14	A		
USGS	02321500	2011-06-30	0.99	A	7.09	A		
USGS	02321500	2011-07-01	2.8	A	7.25	A		
USGS	02321500	2011-07-02	1.1	A	7.11	A		
USGS	02321500	2011-07-03	3.3	A	7.29	A		
USGS	02321500	2011-07-04	4.0	A	7.34	A		
USGS	02321500	2011-07-05	3.2	A	7.29	A		
USGS	02321500	2011-07-06	2.0	A	7.20	A		
USGS	02321500	2011-07-07	1.2	A	7.11	A		
USGS	02321500	2011-07-08	1.2	A	7.12	A		
USGS	02321500	2011-07-09	1.8	A	7.17	A		
USGS	02321500	2011-07-10	7.7	A	7.54	A		
USGS	02321500	2011-07-11	6.8	A	7.49	A		
USGS	02321500	2011-07-12	5.0	A	7.40	A		
USGS	02321500	2011-07-13	5.1	A	7.40	A		
USGS	02321500	2011-07-14	5.2	A	7.41	A		
USGS	02321500	2011-07-15	5.9	A	7.45	A		
USGS	02321500	2011-07-16	7.5	A	7.53	A		
USGS	02321500	2011-07-17	6.3	A	7.47	A		
USGS	02321500	2011-07-18	4.6	A	7.37	A		
USGS	02321500	2011-07-19	3.3	A	7.29	A		
USGS	02321500	2011-07-20	2.4	A	7.22	A		
USGS	02321500	2011-07-21	1.6	A	7.16	A		
USGS	02321500	2011-07-22	1.1	A	7.11	A		
USGS	02321500	2011-07-23	0.67	A	7.06	A		
USGS	02321500	2011-07-24	0.32	A	7.00	A		
USGS	02321500	2011-07-25	0.34	A	7.00	A		
USGS	02321500	2011-07-26	0.72	A	7.04	A		
USGS	02321500	2011-07-27	7.5	A	7.44	A		
USGS	02321500	2011-07-28	25	A	8.06	A		
USGS	02321500	2011-07-29	36	A	8.33	A		
USGS	02321500	2011-07-30	31	A	8.20	A		
USGS	02321500	2011-07-31	21	A	7.92	A		
USGS	02321500	2011-08-01	16	A	7.76	A		
USGS	02321500	2011-08-02	19	A	7.87	A		
USGS	02321500	2011-08-03	18	A	7.84	A		
USGS	02321500	2011-08-04	12	A	7.62	A		
USGS	02321500	2011-08-05	8.8	A	7.49	A		
USGS	02321500	2011-08-06	7.1	A	7.41	A		
USGS	02321500	2011-08-07	5.8	A	7.34	A		
USGS	02321500	2011-08-08	4.9	A	7.29	A		
USGS	02321500	2011-08-09	4.2	A	7.25	A		
USGS	02321500	2011-08-10	4.0	A	7.24	A		
USGS	02321500	2011-08-11	3.0	A	7.17	A		
USGS	02321500	2011-08-12	2.3	A	7.12	A		
USGS	02321500	2011-08-13	1.9	A	7.08	A		
USGS	02321500	2011-08-14	1.8	A	7.08	A		
USGS	02321500	2011-08-15	1.8	A	7.08	A		
USGS	02321500	2011-08-16	1.8	A	7.08	A		
USGS	02321500	2011-08-17	1.5	A	7.05	A		
USGS	02321500	2011-08-18	0.92	A	6.99	A		
USGS	02321500	2011-08-19	0.55	A	6.94	A		
USGS	02321500	2011-08-20	0.32	A	6.90	A		
USGS	02321500	2011-08-21	0.38	A	6.91	A		
USGS	02321500	2011-08-22	7.0	A	7.35	A		
USGS	02321500	2011-08-23	26	A	8.06	A		
USGS	02321500	2011-08-24	40	A	8.42	A		
USGS	02321500	2011-08-25	34	A	8.28	A		
USGS	02321500	2011-08-26	24	A	8.02	A		
USGS	02321500	2011-08-27	17	A	7.81	A		
USGS	02321500	2011-08-28	12	A	7.63	A		
USGS	02321500	2011-08-29	8.9	A	7.49	A		
USGS	02321500	2011-08-30	6.3	A	7.37	A		
USGS	02321500	2011-08-31	4.8	A	7.28	A		
USGS	02321500	2011-09-01	3.6	A	7.21	A		
USGS	02321500	2011-09-02	2.4	A	7.13	A		
USGS	02321500	2011-09-03	1.6	A	7.06	A		
USGS	02321500	2011-09-04	1.1	A	7.00	A		
USGS	02321500	2011-09-05	0.86	A	6.98	A		
USGS	02321500	2011-09-06	1.1	A	7.01	A		
USGS	02321500	2011-09-07	1.4	A	7.04	A		
USGS	02321500	2011-09-08	1.3	A	7.03	A		
USGS	02321500	2011-09-09	1.2	A	7.02	A		
USGS	02321500	2011-09-10	0.99	A	7.00	A		
USGS	02321500	2011-09-11	0.63	A	6.95	A		
USGS	02321500	2011-09-12	0.34	A	6.91	A		
USGS	02321500	2011-09-13	0.10	A	6.85	A		
USGS	02321500	2011-09-14	0.01	A	6.80	A		
USGS	02321500	2011-09-15	0.00	A	6.76	A		
USGS	02321500	2011-09-16	0.00	A	6.72	A		
USGS	02321500	2011-09-17	0.00	A	6.71	A		
USGS	02321500	2011-09-18	0.04	A	6.69	A		
USGS	02321500	2011-09-19	37	A	8.27	A		
USGS	02321500	2011-09-20	64	A	8.90	A		
USGS	02321500	2011-09-21	61	A	8.82	A		
USGS	02321500	2011-09-22	67	A	8.92	A		
USGS	02321500	2011-09-23	111	A	9.63	A		
USGS	02321500	2011-09-24	115	A	9.69	A		
USGS	02321500	2011-09-25	81	A	9.16	A		
USGS	02321500	2011-09-26	55	A	8.68	A		
USGS	02321500	2011-09-27	46	A	8.50	A		
USGS	02321500	2011-09-28	37	A	8.29	A		
USGS	02321500	2011-09-29	27	A	8.04	A		
USGS	02321500	2011-09-30	20	A	7.84	A		
USGS	02321500	2011-10-01	15	A	7.66	A		
USGS	02321500	2011-10-02	11	A	7.52	A		
USGS	02321500	2011-10-03	8.8	A	7.43	A		
USGS	02321500	2011-10-04	7.0	A	7.34	A		
USGS	02321500	2011-10-05	5.7	A	7.28	A		
USGS	02321500	2011-10-06	4.9	A	7.23	A		
USGS	02321500	2011-10-07	4.5	A	7.21	A		
USGS	02321500	2011-10-08	4.3	A	7.20	A		
USGS	02321500	2011-10-09	9.7	A	7.45	A		
USGS	02321500	2011-10-10	35	A	8.20	A		
USGS	02321500	2011-10-11	81	A	9.13	A		
USGS	02321500	2011-10-12	169	A	10.41	A		
USGS	02321500	2011-10-13	205	A	10.86	A		
USGS	02321500	2011-10-14	167	A	10.40	A		
USGS	02321500	2011-10-15	116	A	9.71	A		
USGS	02321500	2011-10-16	81	A	9.17	A		
USGS	02321500	2011-10-17	58	A	8.75	A		
USGS	02321500	2011-10-18	43	A	8.45	A		
USGS	02321500	2011-10-19	35	A	8.25	A		
USGS	02321500	2011-10-20	28	A	8.08	A		
USGS	02321500	2011-10-21	24	A	7.97	A		
USGS	02321500	2011-10-22	20	A	7.86	A		
USGS	02321500	2011-10-23	17	A	7.76	A		
USGS	02321500	2011-10-24	14	A	7.68	A		
USGS	02321500	2011-10-25	12	A	7.60	A		
USGS	02321500	2011-10-26	11	A	7.55	A		
USGS	02321500	2011-10-27	9.9	A	7.51	A		
USGS	02321500	2011-10-28	9.1	A	7.48	A		
USGS	02321500	2011-10-29	13	A	7.64	A		
USGS	02321500	2011-10-30	14	A	7.68	A		
USGS	02321500	2011-10-31	18	A	7.82	A		
USGS	02321500	2011-11-01	20	A	7.87	A		
USGS	02321500	2011-11-02	18	A	7.80	A		
USGS	02321500	2011-11-03	16	A	7.75	A		
USGS	02321500	2011-11-04	14	A	7.68	A		
USGS	02321500	2011-11-05	12	A	7.60	A		
USGS	02321500	2011-11-06	11	A	7.55	A		
USGS	02321500	2011-11-07	9.7	A	7.52	A		
USGS	02321500	2011-11-08	9.2	A	7.49	A		
USGS	02321500	2011-11-09	8.7	A	7.47	A		
USGS	02321500	2011-11-10	8.2	A	7.45	A		
USGS	02321500	2011-11-11	7.3	A	7.41	A		
USGS	02321500	2011-11-12	6.7	A	7.38	A		
USGS	02321500	2011-11-13	6.4	A	7.36	A		
USGS	02321500	2011-11-14	6.0	A	7.34	A		
USGS	02321500	2011-11-15	5.9	A	7.34	A		
USGS	02321500	2011-11-16	5.5	A	7.32	A		
USGS	02321500	2011-11-17	13	A	7.64	A		
USGS	02321500	2011-11-18	14	A	7.67	A		
USGS	02321500	2011-11-19	27	A	8.08	A		
USGS	02321500	2011-11-20	33	A	8.25	A		
USGS	02321500	2011-11-21	28	A	8.12	A		
USGS	02321500	2011-11-22	23	A	7.97	A		
USGS	02321500	2011-11-23	23	A	7.99	A		
USGS	02321500	2011-11-24	24	A	8.00	A		
USGS	02321500	2011-11-25	22	A	7.95	A		
USGS	02321500	2011-11-26	23	A	7.97	A		
USGS	02321500	2011-11-27	21	A	7.93	A		
USGS	02321500	2011-11-28	19	A	7.87	A		
USGS	02321500	2011-11-29	18	A	7.83	A		
USGS	02321500	2011-11-30	16	A	7.77	A		
USGS	02321500	2011-12-01	15	A	7.73	A		
USGS	02321500	2011-12-02	14	A	7.69	A		
USGS	02321500	2011-12-03	13	A	7.65	A		
USGS	02321500	2011-12-04	12	A	7.62	A		
USGS	02321500	2011-12-05	11	A	7.60	A		
USGS	02321500	2011-12-06	11	A	7.58	A		
USGS	02321500	2011-12-07	10	A	7.57	A		
USGS	02321500	2011-12-08	9.8	A	7.54	A		
USGS	02321500	2011-12-09	9.4	A	7.52	A		
USGS	02321500	2011-12-10	9.1	A	7.51	A		
USGS	02321500	2011-12-11	8.6	A	7.49	A		
USGS	02321500	2011-12-12	9.4	A	7.52	A		
USGS	02321500	2011-12-13	11	A	7.59	A		
USGS	02321500	2011-12-14	11	A	7.60	A		
USGS	02321500	2011-12-15	13	A	7.65	A		
USGS	02321500	2011-12-16	13	A	7.67	A		
USGS	02321500	2011-12-17	13	A	7.67	A		
USGS	02321500	2011-12-18	12	A	7.64	A		
USGS	02321500	2011-12-19	11	A	7.61	A		
USGS	02321500	2011-12-20	11	A	7.58	A		
USGS	02321500	2011-12-21	10	A	7.56	A		
USGS	02321500	2011-12-22	9.4	A	7.53	A		
USGS	02321500	2011-12-23	8.8	A	7.51	A		
USGS	02321500	2011-12-24	8.5	A	7.49	A		
USGS	02321500	2011-12-25	8.2	A	7.48	A		
USGS	02321500	2011-12-26	8.1	A	7.48	A		
USGS	02321500	2011-12-27	8.5	A	7.49	A		
USGS	02321500	2011-12-28	8.9	A	7.51	A		
USGS	02321500	2011-12-29	8.6	A	7.51	A		
USGS	02321500	2011-12-30	8.4	A	7.50	A		
USGS	02321500	2011-12-31	8.2	A	7.49	A		
USGS	02321500	2012-01-01	7.8	A	7.47	A		
USGS	02321500	2012-01-02	7.6	A	7.46	A		
USGS	02321500	2012-01-03	7.1	A	7.44	A		
USGS	02321500	2012-01-04	6.8	A	7.42	A		
USGS	02321500	2012-01-05	6.7	A	7.42	A		
USGS	02321500	2012-01-06	6.6	A	7.41	A		
USGS	02321500	2012-01-07	6.6	A	7.42	A		
USGS	02321500	2012-01-08	6.7	A	7.42	A		
USGS	02321500	2012-01-09	6.8	A	7.42	A		
USGS	02321500	2012-01-10	6.9	A	7.43	A		
USGS	02321500	2012-01-11	7.1	A	7.44	A		
USGS	02321500	2012-01-12	6.8	A	7.44	A		
USGS	02321500	2012-01-13	6.6	A	7.42	A		
USGS	02321500	2012-01-14	6.2	A	7.40	A		
USGS	02321500	2012-01-15	6.0	A	7.39	A		
USGS	02321500	2012-01-16	5.7	A	7.38	A		
USGS	02321500	2012-01-17	5.5	A	7.37	A		
USGS	02321500	2012-01-18	6.5	A	7.42	A		
USGS	02321500	2012-01-19	8.6	A	7.52	A		
USGS	02321500	2012-01-20	9.6	A	7.56	A		
USGS	02321500	2012-01-21	11	A	7.61	A		
USGS	02321500	2012-01-22	11	A	7.63	A		
USGS	02321500	2012-01-23	11	A	7.64	A		
USGS	02321500	2012-01-24	11	A	7.61	A		
USGS	02321500	2012-01-25	9.7	A	7.58	A		
USGS	02321500	2012-01-26	9.2	A	7.55	A		
USGS	02321500	2012-01-27	9.0	A	7.54	A		
USGS	02321500	2012-01-28	8.6	A	7.53	A		
USGS	02321500	2012-01-29	8.4	A	7.52	A		
USGS	02321500	2012-01-30	7.9	A	7.50	A		
USGS	02321500	2012-01-31	7.6	A	7.48	A		
USGS	02321500	2012-02-01	7.6	A	7.48	A		
USGS	02321500	2012-02-02	7.3	A	7.47	A		
USGS	02321500	2012-02-03	7.1	A	7.46	A		
USGS	02321500	2012-02-04	6.9	A	7.45	A		
USGS	02321500	2012-02-05	6.9	A	7.45	A		
USGS	02321500	2012-02-06	7.5	A	7.48	A		
USGS	02321500	2012-02-07	7.2	A	7.46	A		
USGS	02321500	2012-02-08	7.0	A	7.45	A		
USGS	02321500	2012-02-09	6.7	A	7.44	A		
USGS	02321500	2012-02-10	6.6	A	7.43	A		
USGS	02321500	2012-02-11	6.7	A	7.44	A		
USGS	02321500	2012-02-12	6.2	A	7.41	A		
USGS	02321500	2012-02-13	6.0	A	7.40	A		
USGS	02321500	2012-02-14	6.0	A	7.40	A		
USGS	02321500	2012-02-15	6.2	A	7.42	A		
USGS	02321500	2012-02-16	6.4	A	7.43	A		
USGS	02321500	2012-02-17	6.8	A	7.44	A		
USGS	02321500	2012-02-18	7.4	A	7.47	A		
USGS	02321500	2012-02-19	7.9	A	7.50	A		
USGS	02321500	2012-02-20	7.8	A	7.49	A		
USGS	02321500	2012-02-21	7.6	A	7.48	A		
USGS	02321500	2012-02-22	7.6	A	7.48	A		
USGS	02321500	2012-02-23	8.0	A	7.50	A		
USGS	02321500	2012-02-24	7.8	A	7.49	A		
USGS	02321500	2012-02-25	7.6	A	7.48	A		
USGS	02321500	2012-02-26	7.7	A	7.49	A		
USGS	02321500	2012-02-27	9.4	A	7.56	A		
USGS	02321500	2012-02-28	10	A	7.60	A		
USGS	02321500	2012-02-29	11	A	7.62	A		
USGS	02321500	2012-03-01	11	A	7.63	A		
USGS	02321500	2012-03-02	11	A	7.63	A		
USGS	02321500	2012-03-03	11	A	7.62	A		
USGS	02321500	2012-03-04	15	A	7.76	A		
USGS	02321500	2012-03-05	14	A	7.73	A		
USGS	02321500	2012-03-06	13	A	7.71	A		
USGS	02321500	2012-03-07	13	A	7.69	A		
USGS	02321500	2012-03-08	12	A	7.66	A		
USGS	02321500	2012-03-09	11	A	7.62	A		
USGS	02321500	2012-03-10	10	A	7.59	A		
USGS	02321500	2012-03-11	9.3	A	7.56	A		
USGS	02321500	2012-03-12	8.9	A	7.54	A		
USGS	02321500	2012-03-13	8.5	A	7.52	A		
USGS	02321500	2012-03-14	8.0	A	7.50	A		
USGS	02321500	2012-03-15	7.7	A	7.49	A		
USGS	02321500	2012-03-16	7.3	A	7.47	A		
USGS	02321500	2012-03-17	7.2	A	7.46	A		
USGS	02321500	2012-03-18	7.4	A	7.47	A		
USGS	02321500	2012-03-19	7.0	A	7.45	A		
USGS	02321500	2012-03-20	6.7	A	7.44	A		
USGS	02321500	2012-03-21	6.0	A	7.40	A		
USGS	02321500	2012-03-22	5.8	A	7.39	A		
USGS	02321500	2012-03-23	5.5	A	7.37	A		
USGS	02321500	2012-03-24	6.7	A	7.44	A		
USGS	02321500	2012-03-25	7.6	A	7.48	A		
USGS	02321500	2012-03-26	6.5	A	7.43	A		
USGS	02321500	2012-03-27	6.4	A	7.42	A		
USGS	02321500	2012-03-28	5.5	A	7.37	A		
USGS	02321500	2012-03-29	4.7	A	7.33	A		
USGS	02321500	2012-03-30	4.0	A	7.29	A		
USGS	02321500	2012-03-31	5.8	A	7.38	A		
USGS	02321500	2012-04-01	14	A	7.74	A		
USGS	02321500	2012-04-02	16	A	7.82	A		
USGS	02321500	2012-04-03	18	A	7.87	A		
USGS	02321500	2012-04-04	14	A	7.74	A		
USGS	02321500	2012-04-05	10	A	7.59	A		
USGS	02321500	2012-04-06	7.1	A	7.46	A		
USGS	02321500	2012-04-07	5.0	A	7.35	A		
USGS	02321500	2012-04-08	3.8	A	7.28	A		
USGS	02321500	2012-04-09	2.9	A	7.22	A		
USGS	02321500	2012-04-10	2.3	A	7.17	A		
USGS	02321500	2012-04-11	1.8	A	7.13	A		
USGS	02321500	2012-04-12	1.3	A	7.09	A		
USGS	02321500	2012-04-13	0.95	A	7.05	A		
USGS	02321500	2012-04-14	0.72	A	7.03	A		
USGS	02321500	2012-04-15	0.49	A	7.00	A		
USGS	02321500	2012-04-16	0.29	A	6.97	A		
USGS	02321500	2012-04-17	0.12	A	6.93	A		
USGS	02321500	2012-04-18	0.03	A	6.90	A		
USGS	02321500	2012-04-19	0.00	A	6.87	A		
USGS	02321500	2012-04-20	0.00	A	6.85	A		
USGS	02321500	2012-04-21	0.00	A	6.82	A		
USGS	02321500	2012-04-22	0.05	A	6.90	A		
USGS	02321500	2012-04-23	0.22	A	6.97	A		
USGS	02321500	2012-04-24	0.05	A	6.92	A		
USGS	02321500	2012-04-25	0.03	A	6.92	A		
USGS	02321500	2012-04-26	0.17	A	6.97	A		
USGS	02321500	2012-04-27	0.28	A	7.00	A		
USGS	02321500	2012-04-28	0.16	A	6.98	A		
USGS	02321500	2012-04-29	0.04	A	6.94	A		
USGS	02321500	2012-04-30	0.00	A	6.89	A		
USGS	02321500	2012-05-01	0.00	A	6.83	A		
USGS	02321500	2012-05-02	0.00	A	6.78	A		
USGS	02321500	2012-05-03	0.00	A	6.73	A		
USGS	02321500	2012-05-04	0.00	A	6.69	A		
USGS	02321500	2012-05-05	0.00	A	6.64	A		
USGS	02321500	2012-05-06	0.00	A	6.58	A		
USGS	02321500	2012-05-07	0.00	A	6.54	A		
USGS	02321500	2012-05-08	0.00	A	6.50	A		
USGS	02321500	2012-05-09	0.00	A	6.46	A		
USGS	02321500	2012-05-10	0.00	A	6.41	A		
USGS	02321500	2012-05-11	0.00	A	6.35	A		
USGS	02321500	2012-05-12	0.00	A	6.30	A		
USGS	02321500	2012-05-13	0.00	A	6.26	A		
USGS	02321500	2012-05-14	0.00	A	6.22	A		
USGS	02321500	2012-05-15	0.00	A	6.19	A		
USGS	02321500	2012-05-16	0.00	A	6.15	A		
USGS	02321500	2012-05-17	0.00	A	6.12	A		
USGS	02321500	2012-05-18	0.00	A	6.08	A		
USGS	02321500	2012-05-19	0.00	A	6.04	A		
USGS	02321500	2012-05-20	0.00	A	5.99	A		
USGS	02321500	2012-05-21	0.00	A	5.94	A		
USGS	02321500	2012-05-22	0.00	A	5.90	A		
USGS	02321500	2012-05-23	0.00	A	5.85	A		
USGS	02321500	2012-05-24	0.00	A	5.81	A		
USGS	02321500	2012-05-25	0.00	A	5.79	A		
USGS	02321500	2012-05-26	0.00	A	5.78	A		
USGS	02321500	2012-05-27	0.00	A	5.76	A		
USGS	02321500	2012-05-28	0.00	A	5.82	A		
USGS	02321500	2012-05-29	0.00	A	6.11	A		
USGS	02321500	2012-05-30	3.8	A	7.34	A		
USGS	02321500	2012-05-31	23	A	8.17	A		
USGS	02321500	2012-06-01	59	A	9.02	A		
USGS	02321500	2012-06-02	67	A	9.17	A		
USGS	02321500	2012-06-03	49	A	8.81	A		
USGS	02321500	2012-06-04	33	A	8.46	A		
USGS	02321500	2012-06-05	25	A	8.25	A		
USGS	02321500	2012-06-06	20	A	8.08	A		
USGS	02321500	2012-06-07	20	A	8.10	A		
USGS	02321500	2012-06-08	45	A	8.73	A		
USGS	02321500	2012-06-09	67	A	9.17	A		
USGS	02321500	2012-06-10	139	A	10.28	A		
USGS	02321500	2012-06-11	207	A	11.13	A		
USGS	02321500	2012-06-12	254	A	11.60	A		
USGS	02321500	2012-06-13	307	A	12.05	A		
USGS	02321500	2012-06-14	366	A	12.49	A		
USGS	02321500	2012-06-15	507	A	13.40	A		
USGS	02321500	2012-06-16	567	A	13.74	A		
USGS	02321500	2012-06-17	462	A	13.13	A		
USGS	02321500	2012-06-18	367	A	12.50	A		
USGS	02321500	2012-06-19	273	A	11.76	A		
USGS	02321500	2012-06-20	200	A	11.05	A		
USGS	02321500	2012-06-21	155	A	10.50	A		
USGS	02321500	2012-06-22	127	A	10.12	A		
USGS	02321500	2012-06-23	116	A	9.97	A		
USGS	02321500	2012-06-24	122	A	10.04	A		
USGS	02321500	2012-06-25	674	A	14.01	A		
USGS	02321500	2012-06-26	2490	A	17.63	A		
USGS	02321500	2012-06-27	10100	A	23.00	A		
USGS	02321500	2012-06-28	14700	A	24.90	A		
USGS	02321500	2012-06-29	11900	A	23.90	A		
USGS	02321500	2012-06-30	7930	A	22.03	A		
USGS	02321500	2012-07-01	5310	A	20.40	A		
USGS	02321500	2012-07-02	3770	A	19.17	A		
USGS	02321500	2012-07-03	2720	A	18.25	A		
USGS	02321500	2012-07-04	2070	A	17.56	A		
USGS	02321500	2012-07-05	1660	A	17.03	A		
USGS	02321500	2012-07-06	1370	A	16.59	A		
USGS	02321500	2012-07-07	1140	A	16.19	A		
USGS	02321500	2012-07-08	965	A	15.84	A		
USGS	02321500	2012-07-09	819	A	15.51	A		
USGS	02321500	2012-07-10	716	A	15.17	A		
USGS	02321500	2012-07-11	668	A	14.93	A		
USGS	02321500	2012-07-12	641	A	14.78	A		
USGS	02321500	2012-07-13	586	A	14.47	A		
USGS	02321500	2012-07-14	577	A	14.41	A		
USGS	02321500	2012-07-15	539	A	14.18	A		
USGS	02321500	2012-07-16	488	A	13.85	A		
USGS	02321500	2012-07-17	488	A	13.86	A		
USGS	02321500	2012-07-18	479	A	13.80	A		
USGS	02321500	2012-07-19	521	A	14.06	A		
USGS	02321500	2012-07-20	511	A	14.00	A		
USGS	02321500	2012-07-21	533	A	14.14	A		
USGS	02321500	2012-07-22	517	A	14.04	A		
USGS	02321500	2012-07-23	475	A	13.77	A		
USGS	02321500	2012-07-24	440	A	13.52	A		
USGS	02321500	2012-07-25	417	A	13.34	A		
USGS	02321500	2012-07-26	385	A	13.07	A		
USGS	02321500	2012-07-27	354	A	12.80	A		
USGS	02321500	2012-07-28	322	A	12.51	A		
